"Botanical.Name","ht.max","dbh","cw"
"Liriodendron tulipifera",43.74,69.3915696245725,NA
"Liriodendron tulipifera",44.01,NA,NA
"Liriodendron tulipifera",44.2,101.222564865202,NA
"Liriodendron tulipifera",44.29,NA,NA
"Liriodendron tulipifera",44.5,NA,NA
"Liriodendron tulipifera",44.5,119.684542104767,NA
"Liriodendron tulipifera",45.32,NA,NA
"Liriodendron tulipifera",45.78,91.3549563406069,NA
"Fraxinus americana",32.31,NA,NA
"Fraxinus americana",33.16,NA,NA
"Fraxinus americana",33.38,71.3014293390103,NA
"Fraxinus americana",33.56,NA,NA
"Fraxinus americana",33.99,NA,NA
"Fraxinus americana",34.66,69.3915696245725,NA
"Fraxinus americana",35.05,NA,NA
"Fagus grandifolia",30.91,NA,NA
"Fagus grandifolia",33.83,NA,NA
"Fagus grandifolia",34.84,NA,NA
"Fagus grandifolia",35.05,63.9803004336655,NA
"Fagus grandifolia",35.81,NA,NA
"Fagus grandifolia",37.34,NA,NA
"Ilex opaca",9.02,NA,NA
"Ilex opaca",9.3,NA,NA
"Carpinus caroliniana",12.65,NA,NA
"Carya cordiformis",35.36,NA,NA
"Quercus velutina",30.33,NA,NA
"Quercus velutina",32.4,68.7549497197599,NA
"Quercus velutina",32.92,NA,NA
"Quercus velutina",33.83,NA,NA
"Quercus velutina",33.99,NA,NA
"Quercus velutina",34.78,NA,NA
"Quercus velutina",37.46,85.6253771972936,NA
"Nyssa sylvatica",31.24,NA,NA
"Acer palmatum",17.07,NA,NA
"Quercus rubra",34.11,NA,NA
"Quercus rubra",36.61,91.3549563406069,NA
"Quercus rubra",36.73,NA,NA
"Quercus rubra",36.94,NA,NA
"Quercus rubra",37.4,118.092992342736,NA
"Quercus rubra",39.26,91.3549563406069,NA
"Quercus rubra",39.47,NA,NA
"Quercus rubra",40.23,NA,NA
"Carya glabra",30.78,NA,NA
"Carya glabra",30.85,NA,NA
"Carya glabra",33.07,NA,NA
"Carya glabra",38.77,59.8422710523836,NA
"Quercus stellata",14.17,NA,NA
"Acer rubrum",33.07,NA,NA
"Acer rubrum",33.68,NA,NA
"Acer rubrum",34.05,NA,NA
"Acer rubrum",36.06,NA,NA
"Sassafras albidum",29.54,NA,NA
"Sassafras albidum",30.18,NA,NA
"Sassafras albidum",30.51,NA,NA
"Sassafras albidum",31.24,NA,NA
"Sassafras albidum",32.71,61.4338208144151,NA
"Quercus coccinea",27.74,NA,NA
"Acer saccharum",30.02,NA,NA
"Quercus bicolor",30.39,NA,NA
"Betula lenta",30.88,58.2507212903521,NA
"Betula lenta",31.82,NA,NA
"Betula lenta",31.91,NA,NA
"Betula lenta",33.07,NA,NA
"Betula lenta",33.07,NA,NA
"Betula lenta",35.05,42.9718435748499,NA
"Betula lenta",36.97,42.9718435748499,13.2
"Liquidambar styraciflua",32.77,NA,NA
"Liriodendron tulipifera",43.34,116.501442580704,NA
"Liriodendron tulipifera",43.43,NA,NA
"Liriodendron tulipifera",43.53,NA,NA
"Liriodendron tulipifera",43.59,NA,NA
"Liriodendron tulipifera",43.77,NA,NA
"Liriodendron tulipifera",44.23,NA,NA
"Liriodendron tulipifera",44.41,NA,NA
"Liriodendron tulipifera",44.44,NA,NA
"Liriodendron tulipifera",44.84,88.8084767213566,NA
"Liriodendron tulipifera",45.11,NA,NA
"Liriodendron tulipifera",45.26,NA,NA
"Liriodendron tulipifera",45.29,NA,NA
"Liriodendron tulipifera",45.42,NA,NA
"Liriodendron tulipifera",45.42,NA,NA
"Liriodendron tulipifera",45.42,NA,NA
"Liriodendron tulipifera",45.51,114.909892818673,NA
"Liriodendron tulipifera",45.6,131.780320296206,NA
"Liriodendron tulipifera",45.72,NA,NA
"Liriodendron tulipifera",46.18,NA,NA
"Liriodendron tulipifera",46.33,NA,NA
"Liriodendron tulipifera",46.48,NA,NA
"Liriodendron tulipifera",46.48,NA,NA
"Liriodendron tulipifera",46.51,129.233840676956,NA
"Liriodendron tulipifera",46.54,137.50989943952,NA
"Liriodendron tulipifera",46.63,NA,NA
"Liriodendron tulipifera",47.4,NA,NA
"Liriodendron tulipifera",47.85,NA,NA
"Liriodendron tulipifera",48.16,85.6253771972936,NA
"Fraxinus americana",35.14,NA,NA
"Fraxinus americana",37.49,NA,NA
"Quercus alba",32.43,NA,NA
"Quercus alba",33.19,68.7549497197599,NA
"Quercus alba",33.83,NA,NA
"Quercus alba",34.9,NA,NA
"Quercus alba",37.55,NA,NA
"Betula alleghaniensis",27.74,NA,NA
"Betula alleghaniensis",28.83,45.200013241694,NA
"Prunus serotina",NA,108.225383818141,NA
"Taxodium distichum",18.41,109.180313675359,NA
"Pinus strobus",32.13,137.191589487114,NA
"Quercus bicolor",26.12,159.154976203148,NA
"Pinus strobus",33.83,NA,NA
"Pinus strobus",34.44,NA,NA
"Pinus strobus",37.83,NA,NA
"Cupressus nootkatensis",9.14,13.3690180010644,NA
"Juglans nigra",36.48,NA,NA
"Cercis canadensis var. canadensis",8.84,NA,NA
"Cercis canadensis var. canadensis",10.64,NA,NA
"Larix decidua",34.2,64.6169203384781,NA
"Cladrastis kentukea",24.99,62.0704407192277,NA
"Liriodendron tulipifera",40.29,NA,NA
"Nyssa sylvatica",30.88,67.800019862541,NA
"Tsuga canadensis",32.67,55.0676217662892,NA
"Acer rubrum",32.37,NA,NA
"Liriodendron tulipifera",34.81,77.6676283871362,NA
"Liriodendron tulipifera",35.23,84.0338274352621,NA
"Quercus alba",30.48,NA,NA
"Betula alleghaniensis",27.43,NA,NA
"Tilia americana var. americana",33.5,NA,NA
"Ulmus americana",30.18,NA,NA
"Prunus serotina var. serotina",38.95,73.8479089582606,NA
"Morus nigra",5.64,NA,NA
"Picea mariana var. mariana",12.04,NA,NA
"Amelanchier arborea",19.02,32.4676151454422,NA
"Magnolia acuminata",20.03,NA,NA
"Magnolia acuminata",31.79,NA,NA
"Tsuga canadensis",30.78,NA,NA
"Pinus strobus",35.05,NA,NA
"Abies fraseri",3.51,NA,NA
"Quercus rubra var. rubra",31.97,NA,NA
"Picea abies",34.75,NA,NA
"Populus tremuloides",30.51,38.8338141935681,NA
"Carya ovalis",36.06,71.3014293390103,NA
"Acer rubrum var. rubrum",30.48,NA,NA
"Acer rubrum var. rubrum",35.3,69.7098795769788,NA
"Pinus sylvestris",32.92,NA,NA
"Pinus sylvestris",33.38,NA,NA
"Rhus typhina",10.06,NA,NA
"Rhus typhina",10.55,18.1436672871589,NA
"Acer saccharum var. saccharum",32.92,NA,NA
"Acer saccharum var. saccharum",35.2,NA,NA
"Liriodendron tulipifera",41.09,101.222564865202,NA
"Fraxinus americana",39.41,62.7070606240403,NA
"Quercus alba",32.43,NA,NA
"Betula alleghaniensis",24.08,NA,NA
"Tilia americana var. americana",28.22,92.9465061026384,NA
"Tilia americana var. americana",33.65,62.7070606240403,NA
"Fagus grandifolia",31.09,75.1211487678858,NA
"Fagus grandifolia",32.55,90.0817165309817,NA
"Carya cordiformis",32,78.3042482919488,NA
"Carya cordiformis",37.67,83.7155174828558,NA
"Juglans cinerea",31.18,59.5239610999773,NA
"Acer saccharum var. saccharum",34.14,99.3127051507643,NA
"Acer saccharum var. saccharum",35.45,76.394388577511,NA
"Acer saccharum var. saccharum",36.58,68.4366397673536,NA
"Acer saccharum var. saccharum",36.88,97.0845354839202,NA
"Rhamnus cathartica",12.74,35.6507146695051,NA
"Tilia americana",36.15,99.3127051507643,NA
"Tilia americana",36.67,76.0760786251047,NA
"Tilia americana",37.16,69.3915696245725,NA
"Tilia americana",37.46,NA,NA
"Tilia americana",37.7,82.4422776732306,NA
"Tilia americana var. americana",32.43,NA,NA
"Tilia americana var. americana",32.8,NA,NA
"Tilia americana var. americana",34.81,NA,NA
"Tilia americana var. americana",36.24,NA,NA
"Tilia americana var. americana",37.58,NA,NA
"Tilia americana var. americana",37.95,76.7126985299173,NA
"Tilia americana var. americana",38.86,88.171856816544,NA
"Tilia americana var. americana",40.63,76.0760786251047,NA
"Fagus grandifolia",NA,88.4901667689503,NA
"Fagus grandifolia",32.92,NA,NA
"Fagus grandifolia",37.16,84.988757292481,NA
"Fagus grandifolia",37.34,NA,NA
"Fagus grandifolia",37.43,56.6591715283207,NA
"Fagus grandifolia",38.19,58.8873411951647,NA
"Staphylea trifolia",5.58,9.86760852459517,NA
"Hamamelis virginiana",13.59,8.27605876256369,NA
"Thuja occidentalis",23.93,NA,NA
"Thuja occidentalis",24.54,NA,NA
"Carya cordiformis",33.68,NA,NA
"Carya cordiformis",35.66,NA,NA
"Carya cordiformis",36.82,57.2957914331333,NA
"Carya cordiformis",37.25,55.7042416711018,NA
"Carya cordiformis",37.98,NA,NA
"Carya cordiformis",39.47,81.805657768418,NA
"Carya cordiformis",40.93,46.7915630037255,NA
"Carya cordiformis",42.73,86.8986170069188,NA
"Carya cordiformis",42.98,49.9746625277885,NA
"Prunus serotina",34.75,NA,NA
"Prunus serotina",34.99,79.2591781491677,NA
"Prunus serotina",35.3,63.9803004336655,NA
"Prunus serotina",36.24,44.5633933368814,NA
"Prunus serotina var. serotina",34.59,NA,NA
"Prunus serotina var. serotina",36.27,65.571850195697,NA
"Prunus serotina var. serotina",36.67,81.805657768418,NA
"Juglans cinerea",32.8,50.9295923850073,NA
"Juglans cinerea",34.38,51.8845222422262,NA
"Quercus muehlenbergii",26.43,NA,NA
"Celtis occidentalis",30.39,NA,NA
"Celtis occidentalis",33.07,NA,NA
"Populus deltoides",35.87,72.8929791010418,NA
"Populus deltoides ssp. deltoides",38.25,77.6676283871362,NA
"Tsuga canadensis",31.7,NA,NA
"Tsuga canadensis",33.74,NA,NA
"Tsuga canadensis",35.3,NA,NA
"Tsuga canadensis",36.76,NA,NA
"Tsuga canadensis",37.25,NA,NA
"Tsuga canadensis",37.52,NA,NA
"Tsuga canadensis",37.8,NA,NA
"Tsuga canadensis",38.16,NA,NA
"Tsuga canadensis",38.4,109.816933580172,NA
"Tsuga canadensis",38.4,110.771863437391,NA
"Tsuga canadensis",38.53,NA,NA
"Tsuga canadensis",38.65,84.0338274352621,NA
"Tsuga canadensis",38.68,87.2169269593251,NA
"Tsuga canadensis",39.5,96.1296056267014,NA
"Tsuga canadensis",40.02,81.805657768418,NA
"Tsuga canadensis",40.17,92.3098861978258,NA
"Tsuga canadensis",40.23,87.2169269593251,NA
"Tsuga canadensis",40.23,96.766225531514,NA
"Tsuga canadensis",40.33,90.400026483388,NA
"Tsuga canadensis",40.42,76.7126985299173,NA
"Tsuga canadensis",40.69,76.0760786251047,NA
"Tsuga canadensis",40.78,89.7634065785754,NA
"Tsuga canadensis",40.84,NA,NA
"Pinus strobus",37.89,86.5803070545125,NA
"Larix decidua",31,NA,NA
"Ostrya virginiana",22.74,31.5126852882233,NA
"Ostrya virginiana var. virginiana",20.88,42.9718435748499,NA
"Ostrya virginiana var. virginiana",21.85,42.0169137176311,NA
"Ostrya virginiana var. virginiana",22.65,28.9662056689729,NA
"Ostrya virginiana var. virginiana",22.74,40.4253639555996,NA
"Ostrya virginiana var. virginiana",22.86,46.1549430989129,NA
"Ostrya virginiana var. virginiana",24.05,36.2873345743177,NA
"Quercus rubra",33.53,123.822571486049,NA
"Quercus rubra",35.6,133.371870058238,NA
"Quercus rubra var. rubra",34.9,68.7549497197599,NA
"Quercus rubra var. rubra",36.52,140.692998963583,NA
"Quercus rubra var. rubra",37.86,111.72679329461,NA
"Acer rubrum",34.08,61.4338208144151,NA
"Acer rubrum",34.44,NA,NA
"Acer rubrum var. rubrum",33.74,82.4422776732306,NA
"Acer rubrum var. rubrum",35.11,62.388750671634,NA
"Pseudotsuga menziesii var. glauca",28.01,NA,NA
"Acer saccharum",30.36,91.3549563406069,NA
"Acer saccharum",34.14,NA,NA
"Acer saccharum",37.37,78.3042482919488,NA
"Acer saccharum var. saccharum",29.87,93.583126007451,NA
"Acer saccharum var. saccharum",31.39,116.819752533111,NA
"Acer saccharum var. saccharum",32,NA,NA
"Acer saccharum var. saccharum",32.1,NA,NA
"Acer saccharum var. saccharum",33.25,NA,NA
"Acer saccharum var. saccharum",34.75,NA,NA
"Acer saccharum var. saccharum",37.09,NA,NA
"Acer saccharum var. saccharum",37.86,87.2169269593251,NA
"Acer saccharum var. saccharum",37.95,87.2169269593251,NA
"Acer saccharum var. saccharum",38.04,76.0760786251047,NA
"Acer saccharum var. saccharum",38.31,75.1211487678858,NA
"Acer saccharum var. saccharum",38.47,65.571850195697,NA
"Acer saccharum var. saccharum",39.41,61.1155108620088,NA
"Liriodendron tulipifera",36.67,82.4422776732306,NA
"Liriodendron tulipifera",40.54,NA,NA
"Liriodendron tulipifera",40.6,NA,NA
"Liriodendron tulipifera",41.45,NA,NA
"Liriodendron tulipifera",42.46,NA,NA
"Liriodendron tulipifera",42.82,104.405664389265,NA
"Liriodendron tulipifera",42.89,NA,NA
"Liriodendron tulipifera",42.89,NA,NA
"Liriodendron tulipifera",42.98,91.3549563406069,NA
"Liriodendron tulipifera",43.01,106.633834056109,NA
"Liriodendron tulipifera",43.16,122.86764162883,NA
"Liriodendron tulipifera",43.34,112.363413199422,NA
"Liriodendron tulipifera",43.37,NA,NA
"Liriodendron tulipifera",43.53,NA,NA
"Liriodendron tulipifera",43.59,101.222564865202,NA
"Liriodendron tulipifera",43.62,104.405664389265,NA
"Liriodendron tulipifera",43.8,99.3127051507643,NA
"Liriodendron tulipifera",43.89,NA,NA
"Liriodendron tulipifera",44.2,89.7634065785754,NA
"Liriodendron tulipifera",44.26,117.138062485517,NA
"Liriodendron tulipifera",44.32,NA,NA
"Liriodendron tulipifera",45.08,NA,NA
"Liriodendron tulipifera",45.26,92.3098861978258,NA
"Liriodendron tulipifera",46.15,103.13242457964,NA
"Fraxinus americana",35.17,NA,NA
"Fraxinus americana",36.52,91.3549563406069,NA
"Fraxinus americana",39.84,101.222564865202,NA
"Fraxinus americana",40.2,101.859184770015,NA
"Betula alleghaniensis",26.76,NA,NA
"Betula alleghaniensis",30.57,42.9718435748499,NA
"Tilia americana",NA,59.205651147571,NA
"Tilia americana",33.07,NA,NA
"Tilia americana",33.83,NA,NA
"Tilia americana var. americana",NA,71.9380492438229,NA
"Tilia americana var. americana",33.07,71.9380492438229,NA
"Tilia americana var. americana",33.83,NA,NA
"Fagus grandifolia",NA,89.4450966261691,NA
"Fagus grandifolia",NA,61.7521307668214,NA
"Fagus grandifolia",32,95.4929857218888,NA
"Fagus grandifolia",33.44,82.4422776732306,NA
"Fagus grandifolia",33.44,82.4422776732306,NA
"Fagus grandifolia",34.23,95.4929857218888,NA
"Fagus grandifolia",34.23,103.450734532046,NA
"Fagus grandifolia",35.11,NA,NA
"Fagus grandifolia",35.11,70.3464994817914,NA
"Fagus grandifolia",35.11,69.3915696245725,NA
"Fagus grandifolia",35.48,69.3915696245725,NA
"Fagus grandifolia",35.48,69.3915696245725,NA
"Fagus grandifolia",35.51,NA,NA
"Fagus grandifolia",35.57,NA,NA
"Fagus grandifolia",35.97,92.9465061026384,27.43
"Fagus grandifolia",35.97,93.9014359598573,27.43
"Fagus grandifolia",36.24,71.9380492438229,NA
"Fagus grandifolia",36.24,72.8929791010418,NA
"Fagus grandifolia",36.88,NA,NA
"Carya cordiformis",NA,49.0197326705696,NA
"Carya cordiformis",NA,69.0732596721662,NA
"Carya cordiformis",39.32,70.983119386604,NA
"Carya cordiformis",39.32,71.3014293390103,NA
"Prunus serotina",NA,81.4873478160117,NA
"Prunus serotina",30.08,85.6253771972936,NA
"Prunus serotina var. serotina",30.08,84.0338274352621,NA
"Carya spp.",NA,47.1098729561318,NA
"Ostrya virginiana",NA,48.383112765757,NA
"Ostrya virginiana",24.78,49.9746625277885,NA
"Ostrya virginiana var. virginiana",19.84,NA,NA
"Acer rubrum",NA,63.0253705764466,NA
"Acer rubrum",37.34,NA,NA
"Acer rubrum",38.28,NA,NA
"Acer rubrum",38.95,NA,NA
"Acer rubrum var. rubrum",35.14,NA,NA
"Acer rubrum var. rubrum",38.95,NA,NA
"Carya ovata",32.71,NA,NA
"Carya ovata",32.98,NA,NA
"Carya ovata",34.26,109.180313675359,17.37
"Carya ovata",35.6,NA,NA
"Carya ovata",36.09,NA,NA
"Carya ovata",36.64,82.4422776732306,NA
"Carya ovata",36.64,NA,NA
"Acer saccharum",NA,66.5267800529158,NA
"Acer saccharum",NA,95.8112956742951,NA
"Acer saccharum",NA,52.8394520994451,NA
"Acer saccharum",NA,99.9493250555769,NA
"Acer saccharum",NA,131.780320296206,NA
"Acer saccharum",32.92,NA,NA
"Acer saccharum",34.96,NA,NA
"Acer saccharum",36.55,140.692998963583,NA
"Acer saccharum",37.98,NA,NA
"Acer saccharum",38.19,NA,NA
"Acer saccharum",38.95,NA,NA
"Acer saccharum",39.65,88.8084767213566,NA
"Acer saccharum",40.72,102.814114627234,NA
"Acer saccharum var. saccharum",36.55,138.146519344332,NA
"Acer saccharum var. saccharum",38.98,78.3042482919488,NA
"Acer saccharum var. saccharum",39.65,89.1267866737629,NA
"Acer saccharum var. saccharum",40.72,102.814114627234,19.2
"Liriodendron tulipifera",37.03,102.814114627234,NA
"Liriodendron tulipifera",37.03,NA,NA
"Fraxinus americana",33.83,NA,NA
"Quercus alba",NA,88.4901667689503,NA
"Quercus alba",29.35,88.171856816544,NA
"Betula alleghaniensis",19.42,NA,NA
"Betula alleghaniensis",22.68,NA,NA
"Tilia americana",35.51,NA,NA
"Tilia americana",35.57,NA,NA
"Tilia americana var. americana",35.57,NA,NA
"Fagus grandifolia",29.6,78.3042482919488,NA
"Fagus grandifolia",29.6,NA,NA
"Castanea dentata",18.14,16.2338075727211,NA
"Castanea dentata",19.05,NA,NA
"Castanea dentata",19.35,18.4619772395652,NA
"Carya cordiformis",33.25,NA,NA
"Carya cordiformis",33.74,71.9380492438229,NA
"Carya cordiformis",34.84,NA,NA
"Carya cordiformis",34.84,NA,NA
"Carya cordiformis",37.03,54.4310018614766,NA
"Carya cordiformis",37.03,NA,NA
"Prunus serotina",NA,NA,NA
"Prunus serotina",36.36,68.7549497197599,NA
"Prunus serotina",37.06,69.3915696245725,NA
"Prunus serotina",39.99,NA,NA
"Prunus serotina var. serotina",38.01,69.7098795769788,NA
"Picea pungens",18.81,55.0676217662892,NA
"Picea pungens",18.81,NA,NA
"Amelanchier arborea",19.29,19.4169070967841,NA
"Populus deltoides",34.87,57.2957914331333,NA
"Populus deltoides ssp. deltoides",34.53,190.031041586559,NA
"Pinus strobus",34.32,NA,NA
"Pinus strobus",35.14,NA,NA
"Pinus strobus",35.3,89.1267866737629,NA
"Acer ×freemanii",31.88,84.988757292481,NA
"Acer ×freemanii",31.88,NA,NA
"Acer ×freemanii",35.75,77.9859383395425,NA
"Fraxinus pennsylvanica",29.81,111.72679329461,NA
"Fraxinus pennsylvanica",29.81,NA,NA
"Pinus banksiana",15.09,NA,NA
"Catalpa speciosa",11.34,16.8704274775337,NA
"Catalpa speciosa",11.34,NA,NA
"Quercus rubra",35.36,NA,NA
"Quercus rubra",38.04,NA,NA
"Quercus rubra",38.22,NA,NA
"Quercus rubra",39.84,NA,NA
"Quercus rubra",40.54,77.6676283871362,NA
"Quercus rubra var. rubra",40.54,77.6676283871362,NA
"Acer platanoides",21.85,65.571850195697,NA
"Acer platanoides",21.85,NA,NA
"Picea abies",30.78,79.8957980539803,NA
"Picea abies",30.78,NA,NA
"Carya glabra",35.66,58.8873411951647,NA
"Carya glabra",36.64,NA,NA
"Carya glabra",36.64,NA,NA
"Carya glabra",37.64,NA,NA
"Carya glabra",38.28,60.1605810047899,NA
"Carya glabra",38.28,59.8422710523836,NA
"Carya ovalis",37.98,59.205651147571,NA
"Carya ovalis",37.98,58.8873411951647,NA
"Acer rubrum",25.88,NA,NA
"Acer rubrum",36.67,48.383112765757,NA
"Acer rubrum var. rubrum",25.88,69.3915696245725,NA
"Acer rubrum var. rubrum",36.67,48.383112765757,NA
"Quercus coccinea var. coccinea",30.72,77.0310084823236,NA
"Carya ovata",27.04,40.4253639555996,NA
"Carya ovata",33.71,NA,NA
"Carya ovata",34.14,44.2450833844751,NA
"Carya ovata",35.36,51.5662122898199,NA
"Carya ovata",35.45,51.8845222422262,NA
"Rhus typhina",9.14,NA,NA
"Acer saccharum",28.62,NA,NA
"Acer saccharum var. saccharum",NA,92.9465061026384,NA
"Acer saccharum var. saccharum",28.62,72.8929791010418,NA
"Quercus bicolor",27.52,NA,NA
"Quercus bicolor",27.58,88.171856816544,NA
"Liriodendron tulipifera",36.27,NA,NA
"Liriodendron tulipifera",36.94,NA,NA
"Liriodendron tulipifera",37.64,NA,NA
"Liriodendron tulipifera",39.01,NA,NA
"Liriodendron tulipifera",39.32,NA,NA
"Liriodendron tulipifera",39.41,103.450734532046,NA
"Liriodendron tulipifera",39.9,NA,NA
"Liriodendron tulipifera",40.02,100.585944960389,NA
"Liriodendron tulipifera",40.29,NA,NA
"Liriodendron tulipifera",40.6,93.2648160550447,NA
"Liriodendron tulipifera",40.66,106.633834056109,NA
"Liriodendron tulipifera",40.66,101.222564865202,NA
"Quercus alba",29.11,114.909892818673,NA
"Quercus alba",33.8,NA,NA
"Quercus alba",35.54,NA,NA
"Quercus alba",35.78,63.0253705764466,NA
"Quercus alba",35.78,62.388750671634,NA
"Quercus velutina",33.41,118.092992342736,NA
"Quercus rubra",30.27,NA,NA
"Quercus rubra",33.68,NA,NA
"Sassafras albidum",27.58,71.3014293390103,NA
"Fraxinus americana",31.82,32.4676151454422,NA
"Fraxinus americana",32.13,43.2901535272562,NA
"Quercus alba",32.61,NA,NA
"Quercus alba",32.92,NA,NA
"Quercus alba",33.86,NA,NA
"Quercus alba",34.14,NA,NA
"Quercus alba",34.44,NA,NA
"Betula alleghaniensis",22.8,NA,NA
"Betula alleghaniensis",25.57,40.4253639555996,NA
"Taxodium distichum",23.68,NA,NA
"Taxodium distichum",25.45,NA,NA
"Taxodium distichum",27.28,89.1267866737629,NA
"Tsuga canadensis",25.3,63.9803004336655,NA
"Cladrastis kentukea",15.12,39.4704340983807,NA
"Ginkgo biloba",26.3,60.7972009096025,NA
"Carya glabra",31.03,NA,NA
"Quercus palustris",25.15,111.72679329461,NA
"Carya ovalis",29.05,56.6591715283207,NA
"Quercus imbricaria",22.68,92.9465061026384,20.42
"Liriodendron tulipifera",27.43,NA,NA
"Quercus alba",22.19,NA,NA
"Quercus alba",25.24,NA,NA
"Quercus alba",28.1,NA,NA
"Aesculus hippocastanum",19.9,90.400026483388,NA
"Rhus typhina",7.32,18.4619772395652,NA
"Prunus serotina",28.04,138.146519344332,24.84
"Pinus strobus",34.14,113.954962961454,NA
"Pinus strobus",34.24,113.954962961454,NA
"Pinus strobus",36.17,101.222564865202,NA
"Pinus strobus",36.5,104.405664389265,NA
"Pinus strobus",36.78,116.501442580704,NA
"Picea rubens",18.77,NA,NA
"Acer saccharinum",28.42,147.059198011709,NA
"Tilia americana var. americana",35.66,72.5746691486355,NA
"Tilia americana var. americana",37.03,91.6732662930132,NA
"Fagus grandifolia",36.58,68.1183298149473,NA
"Fagus grandifolia",38.83,64.6169203384781,NA
"Prunus serotina var. serotina",33.86,NA,NA
"Quercus montana",30.05,NA,NA
"Quercus montana",37.43,72.8929791010418,NA
"Tsuga canadensis",33.68,NA,NA
"Tsuga canadensis",35.69,NA,NA
"Tsuga canadensis",36.88,NA,NA
"Tsuga canadensis",38.65,69.0732596721662,NA
"Pinus strobus",37.43,65.571850195697,NA
"Quercus rubra var. rubra",36.58,90.0817165309817,NA
"Carya ovalis",39.72,56.3408615759144,NA
"Acer rubrum var. rubrum",36.97,75.4394587202921,NA
"Acer saccharum var. saccharum",35.75,50.2929724801947,NA
"Acer saccharum var. saccharum",38.19,71.6197392914166,NA
"Liriodendron tulipifera",36.67,54.1126919090703,NA
"Liriodendron tulipifera",40.29,82.4422776732306,NA
"Liriodendron tulipifera",41.64,85.6253771972936,NA
"Fraxinus americana",38.28,90.7183364357943,NA
"Fraxinus americana",39.38,66.8450900053221,NA
"Quercus alba",34.38,55.7042416711018,NA
"Fagus grandifolia",27.58,NA,NA
"Fagus grandifolia",28.35,NA,NA
"Fagus grandifolia",28.47,NA,NA
"Fagus grandifolia",31.12,NA,NA
"Castanea dentata",17.4,NA,NA
"Prunus serotina",29.78,NA,NA
"Quercus velutina",31.58,NA,NA
"Nyssa sylvatica",28.38,NA,NA
"Nyssa sylvatica",28.93,NA,NA
"Populus deltoides",33.53,NA,NA
"Pinus strobus",34.14,NA,NA
"Quercus rubra",NA,108.225383818141,NA
"Quercus rubra",34.75,132.735250153425,NA
"Quercus rubra var. rubra",35.02,123.822571486049,NA
"Prunus pensylvanica",21.34,NA,NA
"Acer rubrum",36.27,NA,NA
"Acer rubrum",36.3,NA,NA
"Acer rubrum var. rubrum",33.99,NA,NA
"Acer rubrum var. rubrum",34.05,NA,NA
"Acer rubrum var. rubrum",35.08,NA,NA
"Quercus alba",31.33,NA,NA
"Quercus alba",32.77,NA,NA
"Quercus alba",33.19,NA,NA
"Quercus alba",33.53,NA,NA
"Quercus alba",33.65,76.7126985299173,NA
"Quercus alba",33.74,NA,NA
"Quercus alba",34.14,NA,NA
"Quercus alba",34.14,NA,NA
"Pinus nigra",27.58,47.4281829085381,NA
"Populus deltoides ssp. deltoides",36.06,137.828209391926,NA
"Pinus strobus",32.25,NA,NA
"Larix decidua",27.07,85.3070672448873,NA
"Cornus florida",9.57,30.5577554310044,NA
"Abies nordmanniana",31.18,69.3915696245725,NA
"Quercus rubra var. rubra",31.67,NA,NA
"Picea abies",39.81,NA,NA
"Pinus ponderosa var. scopulorum",27.83,100.267635007983,NA
"Carya ovalis",33.83,91.3549563406069,NA
"Pinus sylvestris",23.65,48.0648028133507,NA
"Carya ovata",34.59,54.7493118138829,NA
"Pinus edulis",9.14,30.2394454785981,NA
"Quercus alba",28.8,NA,NA
"Quercus alba",31.39,NA,NA
"Quercus alba",32.61,NA,NA
"Tilia americana var. americana",33.74,63.9803004336655,NA
"Platanus occidentalis",34.5,NA,NA
"Platanus occidentalis",37.61,NA,NA
"Platanus occidentalis",37.64,NA,NA
"Carya cordiformis",34.9,NA,NA
"Quercus velutina",33.41,NA,NA
"Quercus montana",34.02,NA,NA
"Populus deltoides ssp. deltoides",33.59,82.7605876256369,NA
"Populus deltoides ssp. deltoides",36.67,92.3098861978258,NA
"Quercus rubra var. rubra",35.39,NA,NA
"Carya ovalis",32.4,NA,NA
"Acer saccharum var. saccharum",33.65,NA,NA
"Ailanthus altissima",31.88,NA,NA
"Liriodendron tulipifera",39.99,NA,NA
"Liriodendron tulipifera",40.33,NA,NA
"Liriodendron tulipifera",40.45,NA,NA
"Liriodendron tulipifera",40.66,NA,NA
"Liriodendron tulipifera",41.24,NA,NA
"Liriodendron tulipifera",41.45,NA,NA
"Liriodendron tulipifera",43.07,NA,NA
"Liriodendron tulipifera",44.29,NA,NA
"Liriodendron tulipifera",44.44,NA,NA
"Liriodendron tulipifera",45.42,NA,NA
"Liriodendron tulipifera",47.27,NA,NA
"Fraxinus americana",36.36,NA,NA
"Sorbus americana",8.41,24.8281762876911,NA
"Magnolia macrophylla",16.25,NA,NA
"Magnolia ×soulangiana",10.49,NA,NA
"Sequoiadendron giganteum",31.06,102.814114627234,NA
"Sorbus latifolia",21.52,NA,NA
"Tilia americana var. americana",34.81,50.6112824326011,NA
"Fagus grandifolia",34.38,101.859184770015,NA
"Fagus grandifolia",35.05,107.907073865734,NA
"Fagus grandifolia",35.66,98.0394653411391,NA
"Carya cordiformis",35.6,55.3859317186955,NA
"Prunus serotina var. serotina",37.37,68.4366397673536,NA
"Quercus velutina",27.43,57.2957914331333,NA
"Magnolia acuminata",35.27,52.5211421470388,NA
"Tsuga canadensis",35.75,73.2112890534481,NA
